Timestamp,What is your current year of study?,Which school/faculty are you in?,What is your gender?,Where do you currently live?,Do you currently have a part-time job?,"On average, how much money do you receive per month from parents/guardians? (THB)",How much scholarship money do you receive per month? (THB),How much do you earn from part-time work per month? (THB),What is your total monthly income/available money? (THB),"How often do you receive money from parents/guardians?
",Do you have a personal savings or emergency fund for unexpected expenses?,"Do you have any other regular financial obligations or responsibilities (e.g., sending money to family or supporting dependents)?","Do you have any monthly debt or loan repayments (e.g., student loans, personal loans, credit card payments)?","Do you have any monthly debt or loan repayments (e.g., student loans, personal loans, credit card payments)?",Approximately how much do you save per month? (Enter amount in THB and enter 0 if not applicable.),Approximately how much do you pay toward debt or loan repayments per month? (Enter amount in THB and enter 0 if not applicable.),How much do you spend on accommodation/rent per month? (THB),How much do you spend on food and drinks per month? (THB),How much do you spend on transportation per month? (THB),How much do you spend on study-related expenses per month? (THB),How much do you spend on other expenses per month? (THB),What is your total monthly spending? (THB),How often do you track your spending?,Do you usually set a monthly budget?,"In the past month, did you face any unexpected/emergency expense?","If yes, about how much was the emergency expense? (THB)",Did you run out of money before the end of the month?,"If yes, how many days before month-end did your money become insufficient?"
3/26/2026 17:05:29,1st year,School of Management,Male,On-campus dormitory,No,10000,0,0,10000,Monthly,Yes,Yes,Yes,,2000,0,0,0,0,0,0,0,Weekly,Yes,Yes,0,Yes,Yes
3/26/2026 17:05:38,1st year,School of Law,Female,On-campus dormitory,No,7000,-,-,7000,Weekly,No,No,No,,0,0,7500,7000,-,7000,2000,8000,Occasionally,Yes,Yes,1000,Yes,5days
3/26/2026 17:05:50,2nd year,School of Management,Female,Off-campus housing,No,6000,-,-,-,Weekly,No,No,No,,0,O,"2,600",5000,150,0,0,5500,Never,Yes,No,0,No,0
3/26/2026 17:05:52,2nd year,School of Management,Male,With family/relatives,No,"15,000",0,0,0,Every two weeks,No,No,Yes,,0,0,4000,3000,100,0,1000,"15,000",Never,No,No,0,No,0
3/26/2026 17:05:53,3rd year,School of Management,Female,On-campus dormitory,No,"14,500",-,-,"14,500",Weekly,Yes,No,Yes,,4000,0,4100,5000-6000,-,-,4000,14000-15000,Daily,Yes,Yes,1000,Yes,3-4
3/26/2026 17:06:26,4th year,School of Sinology,Female,Off-campus housing,Yes,"10,000฿",-,"~2,400฿","~12,400฿",Monthly,Yes,No,No,,2000-3000฿,0,"2,500฿",5000-6000฿,200฿,-,1000,~8700-9700฿,Weekly,Yes,No,,No,
3/26/2026 17:06:35,3rd year,School of Management,Male,Off-campus housing,No,8000,0,0,8000,Weekly,Yes,No,No,,1000,0,1800,5000,500,0,200,7000,Weekly,Yes,No,,No,
3/26/2026 17:06:36,1st year,School of Applied Digital Technology,Male,On-campus dormitory,No,1500,3000,-,-,Monthly,No,No,Yes,,0,0,IDK,4500,-,IDK,IDK it's not stable,4500,Daily,Yes,No,,No,
3/26/2026 17:07:14,1st year,School of Law,Female,On-campus dormitory,No,"4,000",0,0,"4,000",Weekly,No,No,No,,,,"1,000","8,000","3,000",500,200,"5,000",Weekly,No,No,"2,000",Yes,1 week
3/26/2026 17:08:01,3rd year,School of Liberal Arts,Female,On-campus dormitory,No,"6,000","3,000",-,"9,000",Monthly,No,No,No,,300,0,"3,500","4,000",300,0,0,"7,800",Occasionally,Yes,No,,No,
3/26/2026 17:08:02,5th year or above (including 6th year or more),School of Integrative Medicine,Female,Off-campus housing,No,"20,000",-,-,"20,000",Monthly,Yes,No,Yes,,"5,000~10,000","10,000","8,000","12,000","5,000","2,000","2,500 for hsk 5","20,000",Occasionally,Yes,No,"10,000",No,Nope
3/26/2026 17:08:04,2nd year,School of Social Innovation,Female,Off-campus housing,No,8000,0,0,6000,Monthly,Yes,Yes,No,,,,3000,4000,1800,1000,1500,,Daily,Yes,No,,No,
3/26/2026 17:08:37,1st year,School of Nursing,Prefer not to say,On-campus dormitory,No,6500,-,-,1000,Monthly,Yes,Yes,No,,1000,-,-,3000,500,1000,500,5000,Daily,Yes,No,,No,
3/26/2026 17:09:03,3rd year,School of Science,Female,Off-campus housing,No,35000,None,None,28000,Irregular / When needed,Yes,No,No,,4000,0,5000,10000,6000,0,7000,30000,Never,No,No,Never,No,-
3/26/2026 17:09:47,1st year,School of Liberal Arts,Female,Off-campus housing,No,"12,000 per month from parents.",0,0,"144,000 Baht",Weekly,No,Yes,No,,0,0,"6,000 Baht","8,000 Baht","5,000 Baht ",200 Baht ,0,"19,000 Baht ",Daily,No,Yes,300,No,-
3/26/2026 17:10:11,2nd year,School of Management,Male,On-campus dormitory,No,7000,5000,-,-,Irregular / When needed,Yes,Yes,Yes,,1000,0,2000,1000,-,-,1000,4000,Daily,Yes,No,-,Yes,Yes
3/26/2026 17:10:22,2nd year,School of Applied Digital Technology,Female,On-campus dormitory,No,"4,000",0,0,"4,000",Monthly,Yes,No,No,,"1,000",0,"1,000","3,000",0,0,0,"3,000",Daily,Yes,No,,No,
3/26/2026 17:10:45,1st year,School of Management,Female,On-campus dormitory,No,5000,None,None,None,Monthly,Yes,No,No,,Depends 500-1000 bhat,0,1200-1500,3000,None ,200-300,1000,5000-6000,Never,Yes,No,None ,Yes,5 days 
3/26/2026 17:11:22,4th year,School of Law,Female,On-campus dormitory,No,"5,000","5,000",-,-,Monthly,Yes,No,Yes,,"1,000",-,"5,000","3,500",-,-,500,"5,000",Daily,Yes,Yes,"3,000",No,-
3/26/2026 17:11:49,2nd year,School of Medicine,Female,With family/relatives,No,"10,000",-,-,-,Monthly,Yes,No,No,,-,-,-,-,-,-,-,-,Weekly,No,No,-,No,-
3/26/2026 17:12:01,2nd year,School of Health Science,Male,Off-campus housing,Yes,1000,9000,1000,10000,Irregular / When needed,Yes,No,No,,0,0,2500,6000,400,100,300,10000,Daily,Yes,No,,Yes,5
3/26/2026 17:12:08,4th year,School of Law,Male,Off-campus housing,No,5000,0,0,500,Weekly,No,No,No,,400,0,4500,2000,500,200,500,4000,Occasionally,Yes,Yes,7500,No,-
3/26/2026 17:12:17,3rd year,School of Management,Female,Off-campus housing,No,8000,None,None,8000,Irregular / When needed,No,No,No,,0,0,2500,4000,200,1000,300,8000,Daily,Yes,Yes,Wisdom tooth removal,No,
3/26/2026 17:12:58,2nd year,School of Applied Digital Technology,Female,Off-campus housing,No,10000,-,-,10000,Monthly,Yes,No,No,,100,0,2000,4000,200,600,3000,8000,Occasionally,Yes,No,-,No,-
3/26/2026 17:13:13,4th year,School of Sinology,Female,Off-campus housing,No,6000-8000 / month,-,-,-,Monthly,No,No,No,,800-1000/month,0,3000,4000,100,-,1500,7000,Occasionally,No,No,-,No,-
3/26/2026 17:13:18,2nd year,School of Applied Digital Technology,Male,Off-campus housing,No,2000 per week,-,-,-,Weekly,No,Yes,No,,Unknown,-,3500,4000,300,1000,-,-,Weekly,No,No,-,No,-
3/26/2026 17:13:26,2nd year,School of Health Science,Female,On-campus dormitory,No,"8,000",-,-,"5,000",Every two weeks,Yes,No,No,,,,"5,000","7,000","1,500",-,"2,000",,Weekly,No,No,,No,
3/26/2026 17:14:13,1st year,School of Integrative Medicine,Female,On-campus dormitory,No,"5,000 ฿",-,-,"5,000฿",Weekly,No,No,No,,0,0,0,"3,000-4,000",100-150,500,500,"5,000",Occasionally,No,Yes,"1,000",Yes,1-2 weeks 
3/26/2026 17:15:33,1st year,School of Sinology,Female,On-campus dormitory,No,"3,500",-,-,"3,500",Monthly,Yes,No,No,,"1,000",0,"1,700","2,000",100,100,"1,000","5,000",Occasionally,Yes,Yes,"2,000",Yes,20
3/26/2026 17:15:35,1st year,School of Sinology,Female,On-campus dormitory,No,"3,000THB",-,-,"3,000THB",Weekly,Yes,No,No,,100,-,"1,700","2,000","1,000",300,500,"4,500",Weekly,Yes,Yes,500,Yes,15
3/26/2026 17:16:12,2nd year,School of Applied Digital Technology,Male,Off-campus housing,No,"9,000 Bath ",-,-,Total income ~9000 and not enough available money,Monthly,No,No,No,,2000,0,"4,000","6,000","2,000","5,000","2,000",9000,Occasionally,Yes,No,-,Yes,10
3/26/2026 17:16:16,1st year,School of Applied Digital Technology,Female,On-campus dormitory,No,"6,000",0,0,"6,000",Every two weeks,Yes,No,No,,600,0,"2,300","4,800",200,100,300,"5,400",Weekly,Yes,No,,No,
3/26/2026 17:17:21,3rd year,School of Dentistry,Female,Off-campus housing,No,"10,000",0,0,0,Weekly,Yes,No,No,,"1,000-2,000 THB",0,"4,200","5,000","2,000","1,000","1,000","13,200",Daily,Yes,Yes,500,Yes,1-3 days
3/26/2026 17:17:26,1st year,School of Dentistry,Male,On-campus dormitory,No,6000,9000,6000,5000,Every two weeks,No,Yes,No,,,,17900,6778,6799,678,875,5778,Daily,Yes,No,,Yes,
3/26/2026 17:18:10,1st year,School of Agro-Industry,Male,On-campus dormitory,No,8000,0 I don’t have ,0,8000,Monthly,Yes,No,No,,1000,0,3500,6000,500,sorry I don’t know ,500,Maybe 7000,Weekly,Yes,No,,No,
3/26/2026 17:18:20,2nd year,School of Applied Digital Technology,Male,On-campus dormitory,No,6600,-,-,6600,Monthly,Yes,No,Yes,,500,99,2500,4500,400,-,99,5500,Occasionally,No,No,,No,
3/26/2026 17:18:35,2nd year,School of Applied Digital Technology,Female,Off-campus housing,No,"10,000",-,-,"10,000",Monthly,Yes,No,No,,"2,000",0,"3,200","3,500",150,100,500,"7,450",Occasionally,No,Yes,"4,500",No,
3/26/2026 17:18:48,2nd year,School of Agro-Industry,Female,Off-campus housing,No,"6,000",No,No,"6,000",Every two weeks,Yes,No,No,,0,0,"5,000","4,500",500,0,100-200,"6,500",Never,Yes,Yes,300,Yes,1-2day
3/26/2026 17:19:03,2nd year,School of Nursing,Male,Off-campus housing,No,"9,000 baht",-,-,"5,000 baht",Monthly,,No,No,,500 baht,-,"2,750 baht","4,000 baht",500,0,"500-1,000 baht","8,500",Daily,Yes,Yes,100,Yes,2-3 day
3/26/2026 17:19:36,2nd year,School of Liberal Arts,Female,On-campus dormitory,No,"6,000",-,-,"6,000",Weekly,Yes,Yes,No,,200,-,"3,400","4,000","1,000",2000,1000,"8,000",Weekly,No,No,,No,
3/26/2026 17:20:10,1st year,School of Cosmetic Science,Male,On-campus dormitory,No,"5,000",0,0,"5,000",Monthly,No,No,No,,0,0,500,"4,500",0,0,0,"5,000",Daily,No,No,0,Yes,1
3/26/2026 17:20:17,2nd year,School of Agro-Industry,Female,On-campus dormitory,No,"3,000","3,000",-,"9,000",Monthly,Yes,No,No,,0,0,"35,000","6,000up",400up,0,500up,"10,000up",Occasionally,Yes,Yes,"2,000up",Yes,~7-10day But I have Saved money
3/26/2026 17:20:55,1st year,School of Management,Male,Off-campus housing,No,10000~,0,0,10000+,Weekly,Yes,No,No,,1500+-,0,4500+-,2000+-,500+-,0,500+-,15000+-,Occasionally,Yes,Yes,1000+-,No,
3/26/2026 17:22:26,2nd year,School of Agro-Industry,Female,On-campus dormitory,No,"10,000",0,0,0,Weekly,Yes,No,No,,2000,0,4000+,8000,600,0,1000,8000,,No,Yes,5000,Yes,7
3/26/2026 17:25:04,1st year,School of Dentistry,Female,With family/relatives,No,"10,000",0,0,"10,000",Monthly,Yes,No,No,,0,0,0,"4,000","2,500",0,"1,500","8,000",Daily,Yes,No,,No,
3/26/2026 17:25:45,3rd year,School of Liberal Arts,Female,Off-campus housing,No,6500,-,-,6500,Weekly,Yes,No,No,,500,0,6000,6000,500,0,500,7000,Occasionally,Yes,Yes,5500,No,
3/26/2026 17:25:47,3rd year,School of Liberal Arts,Female,Off-campus housing,No,6000,-,-,6000,Monthly,Yes,No,No,,0,0,3000,4500,70,0,100,7670,Occasionally,Yes,Yes,6500,No,
3/26/2026 17:26:23,1st year,School of Dentistry,Female,On-campus dormitory,No,7000,0,0,0,Monthly,Yes,No,Yes,,200,0,4000/term,5000,500,500,1000,6700,Occasionally,Yes,Yes,1000,Yes,7
3/26/2026 17:26:23,1st year,School of Sinology,Female,On-campus dormitory,No,5000,3000,-,8000,Monthly,Yes,No,No,,2000,-,1000,5000,200,60,1000,7000,Weekly,Yes,Yes,500,Yes,7
3/26/2026 17:27:43,1st year,School of Sinology,Female,On-campus dormitory,No,5000THB,0,0,5000 THB from parents ,Monthly,No,No,Yes,,0,1703 THB,Just pay the electricity bill. May be 200-400,I never knew,0,200 THB,5000 - more,5000,Daily,Yes,Yes,1000,Yes,10 day
3/26/2026 17:28:13,3rd year,School of Management,Female,On-campus dormitory,Yes,5000-7000,none,800-1000,2000-4000,Monthly,Yes,No,No,,500-1500,0,7500 per semester ,2000-3000,2000 motorcycles rent,50,2000-3000,4000-5000,Weekly,Yes,No,0,Yes,3
3/26/2026 17:28:32,1st year,School of Management,Male,On-campus dormitory,Yes,"10,000 thb",No,No,"More than 10,000 thb",Monthly,Yes,Yes,Yes,,2000,8000+,"4,500",5000,0,1000,1500,"Maybe 8,000",Weekly,Yes,No,,No,
3/26/2026 17:32:52,1st year,School of Management,Male,On-campus dormitory,No,10000,-,-,10000,Monthly,No,Yes,No,,0,-,3000,4000,200,500,200,7900,Daily,Yes,No,,No,
3/26/2026 17:33:19,1st year,School of Management,Female,On-campus dormitory,No,4000,-,-,No ,Weekly,No,No,Yes,,0,0,4500,1000,80,0,200,4000,Never,No,Yes,100,Yes,1 week
3/26/2026 17:33:30,1st year,School of Management,Female,On-campus dormitory,No,"4,000 THB",-,-,No ,Weekly,No,No,Yes,,0,0,4700,3000,160,0,300,"4,000",Never,No,Yes,200,Yes,1 weeks 
3/26/2026 21:13:07,2nd year,School of Applied Digital Technology,Male,Off-campus housing,No,7000,0,0,7500,Monthly,No,No,No,,0,0,3000,4500,500,500,0,8000,Daily,No,Yes,1000,No,0
3/26/2026 23:24:41,2nd year,School of Social Innovation,Male,Off-campus housing,Yes,4500,0,8000,"12,500",Monthly,Yes,Yes,No,,3000,0,4000,4000,2000,500,1000,"10,000",Weekly,Yes,Yes,3500,No,0
3/27/2026 12:09:29,4th year,School of Sinology,Female,Other,No,5000,-,-,5000,Every two weeks,Yes,Yes,Yes,,,,3000,3000,1500,-,-,,Daily,Yes,Yes,,Yes,
3/27/2026 12:09:44,2nd year,School of Management,Female,Off-campus housing,Yes,50000 THB,No,Around 10000 THB,50000 THB,Monthly,Yes,No,No,,10000THB,0,8000 THB,10000THB,5000 THB,1000,above 5000,above 30000,Never,No,Yes,20000,No,No
3/27/2026 12:09:44,2nd year,School of Management,Male,On-campus dormitory,Yes,7000 THB,no scholarship,860 THB,7860 THB,Monthly,Yes,Yes,No,,Around 500 THB,.,1000 THB,3500 THB,300 THB,500 THB,1000 THB,Around 5000,Occasionally,Yes,No,.,No,
3/27/2026 12:10:38,2nd year,School of Management,Prefer not to say,Off-campus housing,No,8000,-,-,8000,Weekly,Yes,No,No,,0,0,2000,4000,1000,500,500,8000,Occasionally,No,Yes,500-1000,No,-
3/27/2026 12:17:01,2nd year,School of Management,Female,On-campus dormitory,Yes,5000 THB,...,840,,Monthly,Yes,No,No,,1000,...,1000,150,...,500,...,4000,Daily,Yes,Yes,20000,Yes,A week
3/27/2026 12:19:22,2nd year,School of Management,Female,Off-campus housing,No,"2,000",No,No,24000,Weekly,Yes,No,No,,100,0,"5,500","1,000",0,I don’t Know ,"2,000","24,000",Occasionally,No,Yes,500,Yes,"1 Day Because as soon as they get the money, it's all gone."
3/27/2026 12:20:10,2nd year,School of Management,Female,Off-campus housing,No,"1,200 THB",-,-,-,Weekly,Yes,No,No,,0,0,"3,500 THB","4,000+ THB",-,-,"5,000 THB","4,000-5,000+ THB",Daily,Yes,Yes,500 THB,No,-
3/27/2026 13:50:00,2nd year,School of Management,Male,Off-campus housing,No,4000,0,0,0,Irregular / When needed,No,No,No,,0,0,5000,5000,0,0,0,5000,Never,No,No,.,No,.
3/27/2026 13:52:19,3rd year,School of Law,Female,On-campus dormitory,No,5000,0,0,0,Monthly,No,No,No,,0,0,2500,4000,0,0,1000,5000,Occasionally,No,No,.,No,.
3/27/2026 13:54:28,1st year,School of Cosmetic Science,Female,With family/relatives,No,6000,0,0,0,Monthly,No,No,No,,0,0,1500,4000,0,0,2000,4000,Daily,No,No,.,No,.
3/27/2026 13:56:30,4th year,School of Liberal Arts,Male,With family/relatives,No,4000,0,0,0,Weekly,No,No,No,,0,0,0,4000,1000,0,0,5000,Occasionally,No,No,.,No,.
3/27/2026 14:04:08,2nd year,School of Management,Female,On-campus dormitory,No,"5,000",-,-,,Monthly,No,No,No,,0,0,1000,4500,0,0,500,5000,Never,Yes,No,0,Yes,4 days before
3/27/2026 14:10:24,3rd year,School of Management,Female,Off-campus housing,Yes,8000THB,0 THB,around 700 THB,87000-9000 THB,Monthly,Yes,No,No,,800 THB,0 THB,2200 THB,4000 THB,400 THB,0 THB,1000 THB,7600-8000 THB,Weekly,Yes,Yes,1000 THB,Yes,5 days before 
3/27/2026 14:14:34,2nd year,School of Liberal Arts,Female,On-campus dormitory,No,4000,-,-,-,Monthly,No,No,No,,0,0,4000/1sem,3000,300,300,500-1000,-,Daily,No,No,,Yes,May be one week
3/27/2026 17:08:45,3rd year,School of Management,Female,Off-campus housing,Yes,7000,0,600,10000,Monthly,No,No,No,,1000,0,6000,5000,500,1000,5000,7000,Occasionally,Yes,Yes,500,Yes,20days
3/27/2026 18:27:56,1st year,School of Nursing,Male,On-campus dormitory,No,10000,6000,-,-,Monthly,Yes,No,No,,0,0,1100,5000,100,200,Around 9000,Around 9000,Never,No,No,,No,
